"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107"
0,0.157973360566687,0.262012992290232,0.393130815544611,0.396838381720088,0.470968799896434,0.808019068547533,0.878220621212358,0.849052912468212,0.840457287023687,0.877327340864751,0.833401440591601,0.797028084989718,0.786182861828622,0.826808514913158,0.842731372127984,0.825964997561187,0.901564160467592,0.889835354725787,0.874426716620378,0.932676784250742,0.896345868381199,0.881737733310734,0.94020432091775,0.923821878418694,0.888573124782857,0.934749827744479,0.909368655706385,0.974568430441342,0.980906581079731,0.981680775542417,0.971971398077123,0.978850595422848,0.989637151268302,0.977106000521615,0.946928108714182,0.987244018892676,0.984965071062328,0.991335827076353,0.994468411629301,0.965262305296994,0.971686421034934,0.976872883747184,0.99801607395147,1.01463600239658,0.996139794757958,1.01765987729134,1.02148098996762,0.987866350540939,1.00692090905214,0.957312903257782,0.975962568439377,0.99727482122292,0.9292245927204,0.938624648069318,0.973604164793357,1.0009450991077,0.984477781614918,1.00549245540309,0.99897723201199,0.985921421426383,1.00567532936069,0.998651775733929,0.96090820009788,0.974881395946066,0.9968355710808,0.978680892115632,0.97404054608853,0.95091141669332,0.967563431491844,0.998875878384426,0.981292170124587,0.980964987676358,0.96025797582574,0.989292858050167,1.01343059815687,0.985272693178706,1.0177490099591,0.998931718743986,0.975843906710373,0.990383666860559,1.00351150872904,0.934315072501739,0.980271362112357,0.985869308988215,0.94733689594467,1.02144698877691,1.01927925017244,1.0117325781329,0.980431354525205,0.966179022050186,0.964655292205472,0.990315255352137,0.99343812603387,0.96536162231861,0.958497808213208,0.989025233951137,1.01377736167625,1.01584646742037,0.990024134004603,0.977597155194314,0.938160691674357,0.994053518334988,0.987062731585163,0.99413894098347,1.01547483466204,0.944913571926645
0.157973360566687,0,0.203628054229327,0.355060415958469,0.340494515061816,0.462094106528053,0.799450146920533,0.848026518827873,0.82702627683198,0.812065284760007,0.838837647865597,0.807784657949346,0.790608899474376,0.762436235693292,0.810143594822103,0.824048653344922,0.814958008713634,0.880199517232404,0.869108606557382,0.858257115000701,0.941735477831004,0.90185559913379,0.882507048599958,0.941047418380872,0.904160468065142,0.908074101736964,0.941979192507725,0.895237316449195,0.973875447520888,0.986461727978346,0.978501281569015,0.976253686914684,0.976473027790863,0.968944099378888,0.978751652225002,0.927295144028436,0.977808510201574,0.974643790104172,0.992494858440861,0.977962257691819,0.951039221458211,0.964820270312285,0.970542012028104,0.986190736076831,1.02192331502074,0.97894887914443,1.00797861053347,1.00105613388834,0.969437798296464,0.987003972806602,0.933344533614503,0.981243904268892,0.996229536029537,0.923537024729797,0.937937470835285,0.969927904912425,1.00008342470325,0.986310382639816,0.998453913951054,0.993105434850716,0.992600328211254,0.998707258742166,0.989461184503493,0.963072184149579,0.965420284718536,1.00180122193279,0.978157768121036,0.983031665799454,0.955419591052297,0.966010327413045,0.99676155003274,0.965744023790465,0.972139918189127,0.95737095765425,0.965069350970237,1.00481950778064,0.971097652154296,1.00493357396013,0.969872499809461,0.963782322774196,0.999067686633428,1.00264270396602,0.927738197760905,1.00017530900886,0.994745022955144,0.944515698190585,1.02125589766039,1.00599054005332,0.996126739758069,1.00124091238098,0.97639739368631,0.98060133628479,1.00433865447086,0.985585837735723,0.943824451410664,0.954650609939473,0.991513607491438,1.00866929799831,1.0251669986811,0.995990273364374,1.00643907449095,0.9457668053133,1.01272207767332,0.992638699579787,0.994381423135741,1.01675466385076,0.947390528194902
0.262012992290232,0.203628054229327,0,0.297451315003175,0.38138074117213,0.48117183590721,0.822907510911367,0.863649108139663,0.84642002870356,0.829131202826406,0.85086332096176,0.842390787250451,0.805202811930692,0.779522097123171,0.829138872043669,0.830791032051435,0.797283578954743,0.87605522247399,0.860136923992029,0.835091518792795,0.929675887815321,0.910184443072363,0.886790320034461,0.947338677295108,0.928456471105693,0.894762960714813,0.95320374998636,0.91771107029089,0.994137633284485,1.00698753678805,0.996597550652386,0.970415298359988,0.98553815136477,0.981100749203692,0.969302598737342,0.946738860041811,0.976037120271009,0.978630782066051,1.00785550750446,1.00566745042368,0.978924988715918,0.97236239712286,0.996056397565856,0.986026864886992,1.01291505766573,0.989190504238271,0.995345937832871,0.99845447407393,0.970700085283181,0.984742481172169,0.958565025850115,0.989680856616493,1.00189695351286,0.938019511513661,0.962928304059898,0.997902113026364,1.00987332339792,0.989112536416298,1.0114060480931,0.993732739936643,0.983497066053124,0.992791846849764,0.981543997943626,0.954122255552723,0.956090063964541,0.983894783078801,0.976747002194117,0.976955152085544,0.954601884082671,0.974218017825361,0.995987655936266,0.995487488035012,0.987973353601289,0.961570480603136,0.974078390928416,0.990528727010756,0.999560219469318,1.0206283125032,0.978181827293895,0.969500191392795,0.98723323819709,1.00114142862168,0.917186980094343,0.99963247823983,0.985992081961601,0.952996511664453,1.02487833482108,0.996830132763313,1.00733290705678,1.006819483162,0.979579286244464,0.977619479453211,1.00304303752698,0.979215690820367,0.960958046336888,0.953690474784813,0.991620723955964,1.0190857376909,1.01319985672844,0.999921200333831,0.990711200576777,0.935252568493154,1.00917577595149,0.987910040299869,0.980208783886473,1.00268785789413,0.940536544148716
0.393130815544611,0.355060415958469,0.297451315003175,0,0.311721198424133,0.42540444360193,0.798794526555397,0.903255483999694,0.870412035326911,0.840760162924085,0.883154154751168,0.835063561926777,0.755119638927451,0.775016640412717,0.815449166092836,0.829148781080428,0.791259364348865,0.838358287676397,0.827504291585027,0.83123848611338,0.930639394559217,0.910675065018104,0.867050511062057,0.94137852682254,0.925162945835511,0.893642594938767,0.932547691978176,0.902009207421463,0.999535356396555,0.976565911661803,0.993782149758276,0.960063917733097,0.953011209191237,0.976993051536867,0.935327951214445,0.946074639607395,0.971133368209667,0.977854620051924,1.01610780938179,1.00618747970224,0.975001623866004,0.979020966538509,0.992084711831152,0.993103994796217,1.0025918297434,0.985094677095243,0.991511554716306,1.00445983447531,0.973796175523586,0.98934109552792,0.932969507869353,0.955892324186494,0.990192901662999,0.927487664236109,0.95096111258748,0.976438214807808,0.99798456277634,0.993138049343981,0.985655493632764,0.990345917743924,0.97859259532505,0.991537662094011,0.993117072751742,0.968908016984905,0.96223742657387,0.98576802792005,0.970698837352288,0.953098881110822,0.953849148892164,0.95847301426292,0.997809735200613,0.994831203834806,0.984702536955507,0.94892385657923,0.958054454670811,1.00037848802483,0.995985952471145,1.01377958926037,0.984394092102482,0.944041944001804,0.993699574781188,0.99962257430484,0.944967202873654,0.986992723584593,0.979911894969813,0.961477405647994,1.03845085468094,0.958298780548241,0.942579498177831,0.988130072946793,0.964323736993536,0.988323760254202,0.988975509852227,0.985560384901453,0.967144029918822,0.959007191013827,0.978421634019445,1.02339470965368,1.00692363922456,0.965129127811302,1.00122671970769,0.971699695991518,1.02299812481597,0.992998621794835,0.972957749784382,1.01066338864023,0.960831164643839
0.396838381720088,0.340494515061816,0.38138074117213,0.311721198424133,0,0.460071933270414,0.824296613150035,0.880404214820539,0.853437613740452,0.83592872300587,0.850397627804094,0.799006937376119,0.79158789973611,0.766349020264613,0.791986020934338,0.792737057213767,0.811206016617515,0.880537408026396,0.86930773638017,0.857228416566017,0.913071474565359,0.89844945360619,0.855466501387464,0.929722395074195,0.937052074139453,0.891479636124618,0.945162187555437,0.916871595917989,0.994006789534409,0.976632589554271,0.966986238443321,0.961264996370851,0.945794741778535,0.962777986942974,0.983288681004753,0.974782697319571,0.977815433529309,0.984504907985792,1.00492727562999,1.00477555399953,0.968726908860643,0.992411483004577,0.994598109603421,0.97091608583777,1.00506070522877,0.970235137590587,0.997480389826482,1.01140502331377,0.984397291377821,0.99660830643085,0.94768993780443,0.980083911180496,0.997931747673217,0.923220843326733,0.948671133454385,0.959458153117896,0.98111005289322,0.988512779573624,0.996681670662027,0.994098788620057,0.964794018661857,0.998735773229116,0.978454895390817,0.958383102376999,0.963531114808101,0.995769606247968,0.972989840851565,0.933076762199267,0.939578966234014,0.990488877095855,1.00892166091413,0.978932810879339,0.999997064806146,0.965254856133306,0.985138781154095,0.97855319530411,0.988011272654587,1.031282515776,0.985953755755096,0.961507500390557,0.987788712871116,0.999005471921729,0.925793689086173,0.981117471096751,0.982467725426752,0.968423209225294,1.02422580657098,0.998510208570801,0.990844721953391,1.00130026112781,0.977637876217646,0.992691269638094,1.00606572076586,0.990565286888238,0.968466322865101,0.969459352034023,0.998255308188388,1.010537154139,1.00738206697875,0.96716720094483,0.979453016042874,0.963082499372217,1.02660772374677,0.993655257319925,0.992638686299109,0.993839931116066,0.928998636163446
0.470968799896434,0.462094106528053,0.48117183590721,0.42540444360193,0.460071933270414,0,0.796323692298293,0.898422794334401,0.871980456707803,0.855473181952416,0.864312924839949,0.811599295272787,0.757475475712093,0.745571780197215,0.770202898550728,0.799896431691244,0.778010164320971,0.847246599931654,0.840082194493962,0.844821990933146,0.896702099110483,0.907859690893111,0.880281952951538,0.924170305346466,0.904400081122006,0.912471296737579,0.966633877973835,0.937952088936945,0.954298510760089,0.969957653962858,0.96931262021291,0.947158268879929,0.954711456056215,0.967020222884763,0.967082076086041,0.97124402070675,0.940294573132563,0.982240494918734,1.00618633323133,0.978608565385975,0.950645514223199,0.984676720309307,0.976113846438041,0.968558301213163,0.987989913526363,0.985551007173838,1.00128527269727,1.00305874334707,1.00665807667818,0.989479131017162,0.95121163701392,0.966293276003485,0.994105845865881,0.933438610079862,0.92513571940901,0.949574869737885,0.980226206047555,0.96238240388744,0.982939106767958,1.00570184962439,0.976946391738907,0.993795916739311,0.991285728349691,0.960719290605405,0.994012585937219,0.992031732129289,0.989162750551457,0.927952514407664,0.925605751682574,0.982444586660439,0.993496488809906,0.982910747302361,0.969146374136481,0.975417362620765,0.977592224325119,0.986499511332698,1.01164135260173,0.986960536926721,0.991634551808433,0.967214358677021,1.00027974020201,0.988306977074673,0.924273131187156,0.994076959854025,0.989899479533638,0.968850254854649,0.999351501237366,1.01007569048728,1.00852366451592,0.982338897644855,1.00885621602032,0.960225385159888,1.01165287441287,1.00696716003547,0.979007052615561,0.989519535116175,1.01213513273726,1.00799188980249,1.01637567779199,0.994573529205431,0.978442964360526,0.977479082217239,1.00793863565363,0.998623631484213,0.992669839019951,1.0100067731434,0.964123474043325
0.808019068547533,0.799450146920533,0.822907510911367,0.798794526555397,0.824296613150035,0.796323692298293,0,0.744159883528557,0.686620540729226,0.700434195135896,0.73283844877539,0.725637536824899,0.825170797320514,0.86210644909683,0.847569267240671,0.854787874422904,0.888801113930606,0.885983394155306,0.913741870583415,0.894409953368511,0.888324459791416,0.88908849530553,0.945355337431503,0.947682314879418,0.970572586661807,0.967903460596838,0.974134263871405,0.917187344621817,0.977079586468466,0.955322395119865,0.986937201964011,0.979428271788023,0.973097827625982,0.955801660842595,0.974429224511327,0.9503418295311,0.973618281202552,0.969441307267853,0.988066192274787,0.985032305572105,0.959688291191268,0.966546564712668,0.96201818410182,0.981757201363178,0.984412593719114,0.993328733233479,0.986741502760344,0.971510365593098,0.975370712255076,0.981568379123686,0.94180245438295,0.952598333774392,0.956065691680654,0.959517463719524,0.948587649377149,0.976455625523467,0.986409196348242,0.968006538227704,0.961824803034074,0.995678913796277,0.967124745983215,0.968242315917143,0.955021563995002,0.984060437684494,0.982825066762728,0.992305291412641,1.00659749530837,1.00409571184779,0.995497676094213,0.990426378783013,1.02607813598652,1.00027491631224,1.00631361485729,1.00729786079489,0.971704954810871,1.00386641296416,1.00200087181612,0.983335863995307,0.975858025700714,0.956847497238501,0.973373029560272,0.990246188980256,0.942949887109168,0.980686573112065,0.973254267123082,0.983963607166257,1.01806059287423,1.00200829721492,1.01580035002027,0.960025834035165,0.981646311635572,0.950373850673866,0.992109661374718,0.93955003945433,0.935575872271239,0.978554218628572,0.994847336268673,0.992996590458465,0.990704055775664,1.01391797230829,0.973151812773118,0.97141518275539,0.940447767332421,0.995588044345131,0.982749230952037,0.986476110836599,0.975655259722474
0.878220621212358,0.848026518827873,0.863649108139663,0.903255483999694,0.880404214820539,0.898422794334401,0.744159883528557,0,0.454149493349653,0.621079652724737,0.603510547746672,0.672656638282366,0.886650973273024,0.894885772474249,0.831711257936544,0.836683485884557,0.894663924205772,0.91550322519994,0.942290274201589,0.934156141562079,0.974841635172319,0.937875380031238,0.982405974810942,0.979861368460067,0.973708241306567,0.955242164838821,1.00073085606858,0.918667267728003,0.971236540380755,0.935958787734415,0.961147647667477,0.966132719348742,0.942969157446514,0.936886813230823,0.981823188976318,0.983432590557404,0.975530849068363,0.9725619654887,1.00640332033952,0.997172004890292,1.02694461651265,0.973014627057143,0.982567470246742,0.962857894842055,0.945573258488618,0.970952964707407,0.959374274091367,0.932699638595974,0.94556475873411,0.966921771536956,0.938013001510281,0.966638910347091,0.976595262993353,0.994058597785861,1.01946984279757,1.01336861510679,0.994467248479767,1.00073932312151,0.95166634912869,0.988407022117389,0.98371022091903,0.962383437793456,0.974921611906209,0.959601593466781,0.949838440433579,1.00665766146054,0.988518394674841,0.98490427336098,0.999519398223359,0.984372576046394,1.00134541990512,0.987552958243357,0.971173202960629,1.0138519044352,0.966645209420582,1.00238381237656,1.00363299252825,1.01056113759195,0.969244459298565,0.959378630239205,0.973410073164773,0.99967690370718,0.951010876962762,0.975148828477317,1.00795032769451,0.993538573677476,0.999784502777313,1.03163499385386,1.00675003079209,0.976781608460637,0.980030412651437,0.996558175426638,0.98993797063867,0.942663935571449,0.995605317490489,1.0129925187241,0.992062364757563,1.00368925407733,1.00734104278447,1.0210022062249,0.980244516973622,0.96656875087425,0.985303297081915,0.972743952693886,0.978411061011362,0.980841107567591,0.997295350805542
0.849052912468212,0.82702627683198,0.84642002870356,0.870412035326911,0.853437613740452,0.871980456707803,0.686620540729226,0.454149493349653,0,0.386518270661462,0.525839244551463,0.555891263844498,0.855356775239888,0.870006536393076,0.82689734014698,0.835084756836085,0.861614309214618,0.880620536319246,0.901101554499059,0.881656716934663,0.9261068780016,0.894749610473473,0.994059967783741,0.996825144315474,0.974935987594219,0.947193432321152,0.989848421004679,0.924480791628064,0.951615379104971,0.934641033792108,0.945770180222567,0.97811142150264,0.962259547505934,0.939301467124595,0.968394640437604,0.984390752670629,0.976534040641832,0.984832631505045,0.992171435733623,1.01800730311328,1.00877563685552,0.98995507518591,0.977912506885469,0.978721941782084,0.961510886675711,0.96650308655683,0.987363273644016,0.951853690009434,0.96983133790948,0.974360884333476,0.964169677370462,0.958916926974627,0.978416964309698,0.988337185914569,1.01370479339178,1.01792030690569,0.986868102294839,0.968687228505562,0.958682879508006,0.97971356736204,0.969680708344517,0.981300521588823,0.968718039672663,0.978048927347289,0.966736332599807,0.984522430061254,0.978855353163909,0.96343145500421,0.983374478098084,0.968436570216367,1.00103059760735,0.988216933022747,0.981098550354921,1.00735550183423,0.958168756025362,0.982991215489425,0.992330498478837,1.00120370209135,0.979638439581355,0.960862429806837,0.982710081460549,1.00973408828244,0.928575719676902,1.00680286673125,1.01834216281059,0.986907653205315,1.01341865601646,1.01691309075927,0.992443700131241,0.966634189669231,0.970949861217187,0.983256296504775,0.994259717022597,0.957848532937172,0.975279772402794,1.01034043259991,0.988433722624006,1.01569073384483,1.00810613161391,1.01612665869846,0.996687403326146,0.96615090451021,1.00008428150021,0.986458897802019,1.01930624690522,0.992975014911531,0.996615551540676
0.840457287023687,0.812065284760007,0.829131202826406,0.840760162924085,0.83592872300587,0.855473181952416,0.700434195135896,0.621079652724737,0.386518270661462,0,0.518538889221022,0.571784250392263,0.827092390710684,0.832576431282425,0.837713409436541,0.828308721560589,0.85205911152254,0.865322168587222,0.890184443868729,0.896121800635382,0.920241187229106,0.898637229248369,0.973741715215203,0.979435314655972,0.956499348341939,0.931122532490918,0.978359311164895,0.924888772572629,0.97253666270977,0.964232904611783,0.965128044628129,0.95629865365872,0.977721672904139,0.908272676800881,0.995047129734218,0.967587308833601,0.963429136833447,0.968430890944006,0.986302551130834,0.97428215999391,1.00696283000524,0.990395334486103,0.982400825701372,0.973819358049269,0.96154369619486,0.952969680176596,0.980073638850884,0.954485624065153,0.977698767484103,0.977245109920083,0.961110169576014,0.967630267830112,1.00239964038816,0.949776335905835,0.999951471501226,1.02071457419357,0.976203939599329,0.974321650440887,0.961572375612372,0.958458378355074,0.966874932761778,0.956067361125788,0.975042133851021,0.993787094797725,0.97706962970728,0.977958981462293,0.997337584941878,1.00187912234819,1.00942907834401,0.989816755745618,1.01267470468148,1.01805310496192,0.9841312044952,1.00928554688808,0.996182512731297,0.959941115511287,1.00242110526808,0.999979462234835,1.00578543196794,0.954423493966386,0.994763473859351,0.984121670612647,0.92639060841882,1.01444525086039,1.01689259419786,0.963081982236497,0.999202926080707,1.01954720881037,1.01760891394558,0.980248141775701,0.975435462259938,0.961408418161483,0.995204860921894,0.979657049746322,0.980715616379007,0.961812328234579,1.01026651812495,0.999241933314587,1.00465368398683,1.05989716348282,0.96460361182212,0.954871071279056,0.955803895570921,0.990021857899045,1.00021881655323,0.964077549501885,1.00211345223086
